Geography,2020_Year_Wage,2019_Year_Wage,2018_Year_Wage
"Robertson County, Tennessee",40352.0,36708.0,53544.0
"Robertson County, Texas",48776.0,42324.0,40140.0
"Robeson County, North Carolina",34320.0,32988.0,31980.0
"Rock County, Minnesota",42120.0,38520.0,42156.0
"Rock County, Nebraska",38116.0,33204.0,31152.0
"Rock County, Wisconsin",51324.0,44268.0,36456.0
"Rock Island County, Illinois",55848.0,53724.0,38076.0
"Rockbridge County, Virginia",32136.0,30708.0,36672.0
"Rockcastle County, Kentucky",33592.0,32580.0,27132.0
"Rockdale County, Georgia",49348.0,44124.0,42264.0
"Rockingham County, New Hampshire",60996.0,53316.0,49608.0
"Rockingham County, North Carolina",36140.0,33324.0,32328.0
"Rockingham County, Virginia",47632.0,41208.0,32316.0
"Rockland County, New York",53872.0,50124.0,49716.0
"Rockwall County, Texas",42068.0,39624.0,40452.0
"Roger Mills County, Oklahoma",37440.0,37368.0,30540.0
"Rogers County, Oklahoma",47840.0,44016.0,40164.0
"Rolette County, North Dakota",28808.0,37560.0,38436.0
"Rooks County, Kansas",36088.0,31284.0,34944.0
"Roosevelt County, Montana",38480.0,37692.0,45096.0
"Roosevelt County, New Mexico",32396.0,34176.0,32448.0
"Roscommon County, Michigan",35464.0,31380.0,34548.0
"Roseau County, Minnesota",62712.0,44496.0,39696.0
"Rosebud County, Montana",60580.0,48360.0,39336.0
"Ross County, Ohio",44200.0,41976.0,37452.0
"Routt County, Colorado",44564.0,42180.0,40248.0
"Rowan County, Kentucky",36868.0,33168.0,32436.0
"Rowan County, North Carolina",45812.0,41904.0,34860.0
"Runnels County, Texas",37024.0,34836.0,38544.0
"Rush County, Indiana",40144.0,37428.0,39900.0
"Rush County, Kansas",34528.0,31920.0,30948.0
"Rusk County, Texas",45968.0,41448.0,35112.0
"Rusk County, Wisconsin",36764.0,33144.0,39576.0
"Russell County, Alabama",39104.0,35880.0,34812.0
"Russell County, Kansas",38428.0,32436.0,31500.0
"Russell County, Kentucky",33592.0,30708.0,31656.0
"Russell County, Virginia",41392.0,37860.0,39432.0
"Rutherford County, North Carolina",37596.0,33816.0,38784.0
"Rutherford County, Tennessee",49192.0,46152.0,37896.0
"Rutland County, Vermont",49764.0,42744.0,36540.0
"R¡o Grande Municipio, Puerto Rico",23504.0,21864.0,18408.0
"Sabana Grande Municipio, Puerto Rico",18044.0,17460.0,20520.0
"Sabine County, Texas",39208.0,34032.0,38844.0
"Sabine Parish, Louisiana",37856.0,33288.0,31980.0
"Sac County, Iowa",43420.0,34896.0,34068.0
"Sacramento County, California",58448.0,58152.0,55764.0
"Sagadahoc County, Maine",49816.0,45588.0,35940.0
"Saginaw County, Michigan",47268.0,42852.0,33120.0
"Saguache County, Colorado",33956.0,30948.0,29640.0
"Salem City, Virginia",49660.0,45828.0,43956.0
"Salem County, New Jersey",63076.0,54096.0,51252.0
"Salinas Municipio, Puerto Rico",22568.0,22956.0,19344.0
"Saline County, Arkansas",36244.0,34260.0,33156.0
"Saline County, Illinois",35932.0,35148.0,37872.0
"Saline County, Kansas",40820.0,36744.0,32520.0
"Saline County, Missouri",36400.0,33072.0,49248.0
"Saline County, Nebraska",49088.0,40092.0,33900.0
"Salt Lake County, Utah",62556.0,53016.0,32268.0
"Saluda County, South Carolina",31772.0,32364.0,39672.0
"Sampson County, North Carolina",39624.0,35868.0,33588.0
"San Augustine County, Texas",40196.0,40920.0,33840.0
"San Benito County, California",43836.0,46776.0,44724.0
"San Bernardino County, California",47060.0,45156.0,43284.0
"San Diego County, California",67860.0,59256.0,57168.0
"San Francisco County, California",149604.0,119880.0,109332.0
"San Germ n Municipio, Puerto Rico",21268.0,20400.0,22272.0
"San Jacinto County, Texas",32760.0,33504.0,34956.0
"San Joaquin County, California",46488.0,45252.0,43488.0
"San Juan County, Colorado",25688.0,25404.0,24648.0
"San Juan County, New Mexico",45604.0,42588.0,38784.0
"San Juan County, Utah",36712.0,33432.0,45828.0
"San Juan County, Washington",36036.0,35184.0,44124.0
"San Juan Municipio, Puerto Rico",32344.0,31608.0,23748.0
"San Lorenzo Municipio, Puerto Rico",19344.0,19428.0,28620.0
"San Luis Obispo County, California",47528.0,47088.0,44460.0
"San Mateo County, California",156676.0,119844.0,116712.0
"San Miguel County, Colorado",42120.0,39468.0,38172.0
"San Miguel County, New Mexico",25376.0,30156.0,38520.0
"San Patricio County, Texas",50076.0,45036.0,36276.0
"San Saba County, Texas",43212.0,38748.0,42180.0
"San Sebasti n Municipio, Puerto Rico",14664.0,16596.0,19212.0
"Sanborn County, South Dakota",35100.0,31488.0,31752.0
"Sanders County, Montana",30940.0,31152.0,42288.0
"Sandoval County, New Mexico",45708.0,40056.0,34104.0
"Sandusky County, Ohio",42016.0,38676.0,40308.0
"Sangamon County, Illinois",50856.0,52164.0,37452.0
"Sanilac County, Michigan",37596.0,34764.0,33372.0
"Sanpete County, Utah",32292.0,31680.0,32304.0
"Santa Barbara County, California",53248.0,51516.0,49884.0
"Santa Clara County, California",156624.0,127620.0,124308.0
"Santa Cruz County, Arizona",38740.0,44916.0,46080.0
"Santa Cruz County, California",54444.0,51192.0,47340.0
"Santa Fe County, New Mexico",41496.0,42072.0,31392.0
"Santa Isabel Municipio, Puerto Rico",21372.0,20232.0,16980.0
"Santa Rosa County, Florida",39260.0,36300.0,37344.0
"Sarasota County, Florida",49192.0,44076.0,37440.0
"Saratoga County, New York",54808.0,49236.0,43788.0
"Sargent County, North Dakota",51948.0,41940.0,38748.0
"Sarpy County, Nebraska",52104.0,44988.0,40248.0
"Sauk County, Wisconsin",41288.0,37368.0,38268.0
"Saunders County, Nebraska",36920.0,35544.0,40644.0
"Sawyer County, Wisconsin",37232.0,34296.0,35364.0
"Schenectady County, New York",59280.0,53112.0,48588.0
"Schleicher County, Texas",57200.0,43968.0,39660.0
"Schley County, Georgia",35308.0,34308.0,40320.0
"Schoharie County, New York",37544.0,38880.0,47892.0
"Schoolcraft County, Michigan",40820.0,39768.0,34932.0
"Schuyler County, Illinois",41548.0,36660.0,45984.0
"Schuyler County, Missouri",29120.0,25140.0,30756.0
"Schuyler County, New York",40872.0,37368.0,37788.0
"Schuylkill County, Pennsylvania",42692.0,40284.0,39024.0
"Scioto County, Ohio",37284.0,36276.0,37152.0
"Scotland County, Missouri",27820.0,29844.0,24948.0
"Scotland County, North Carolina",37440.0,35112.0,34248.0
"Scott County, Arkansas",30160.0,29232.0,28464.0
"Scott County, Illinois",41912.0,33888.0,36108.0
"Scott County, Indiana",40300.0,34392.0,39708.0
"Scott County, Iowa",47684.0,43476.0,36432.0
"Scott County, Kansas",41860.0,37068.0,35592.0
"Scott County, Kentucky",52936.0,51324.0,33708.0
"Scott County, Minnesota",51480.0,47520.0,43656.0
"Scott County, Mississippi",38584.0,33216.0,36192.0
"Scott County, Missouri",38480.0,35388.0,30624.0
"Scott County, Tennessee",30732.0,29352.0,41160.0
"Scott County, Virginia",32656.0,30936.0,34872.0
"Scotts Bluff County, Nebraska",38064.0,36600.0,34272.0
"Screven County, Georgia",35568.0,31824.0,33252.0
"Scurry County, Texas",66404.0,52644.0,44772.0
"Searcy County, Arkansas",27196.0,25884.0,24984.0
"Sebastian County, Arkansas",45240.0,40788.0,39456.0
"Sedgwick County, Colorado",37856.0,33972.0,33084.0
"Sedgwick County, Kansas",53456.0,45168.0,38508.0
"Seminole County, Florida",52676.0,46272.0,43908.0
"Seminole County, Georgia",38688.0,33432.0,31296.0
"Seminole County, Oklahoma",38844.0,35016.0,40248.0
"Seneca County, New York",55900.0,46200.0,38928.0
"Seneca County, Ohio",38272.0,35196.0,35472.0
"Sequatchie County, Tennessee",33072.0,30540.0,29472.0
"Sequoyah County, Oklahoma",26260.0,29088.0,32448.0
"Sevier County, Arkansas",34840.0,31404.0,30660.0
"Sevier County, Tennessee",30680.0,29772.0,29568.0
"Sevier County, Utah",37596.0,34944.0,31488.0
"Seward County, Kansas",53612.0,39528.0,42456.0
"Seward County, Nebraska",40872.0,39060.0,36936.0
"Shackelford County, Texas",56992.0,54180.0,50472.0
"Shannon County, Missouri",25480.0,24648.0,31560.0
"Sharkey County, Mississippi",28912.0,27336.0,30492.0
"Sharp County, Arkansas",32136.0,26724.0,26028.0
"Shasta County, California",43680.0,42012.0,40464.0
"Shawano County, Wisconsin",34528.0,32160.0,32076.0
"Shawnee County, Kansas",50388.0,42912.0,38676.0
"Sheboygan County, Wisconsin",53872.0,46464.0,35256.0
"Shelby County, Alabama",61412.0,50940.0,49908.0
"Shelby County, Illinois",39728.0,34248.0,33288.0
"Shelby County, Indiana",44720.0,41592.0,34884.0
"Shelby County, Iowa",43472.0,37512.0,41016.0
"Shelby County, Kentucky",44616.0,38640.0,47412.0
"Shelby County, Missouri",33332.0,28704.0,24480.0
"Shelby County, Ohio",50232.0,47352.0,36792.0
"Shelby County, Tennessee",58552.0,52992.0,34836.0
"Shelby County, Texas",39884.0,37176.0,51084.0
"Shenandoah County, Virginia",41548.0,35808.0,31476.0
"Sherburne County, Minnesota",46540.0,43068.0,46116.0
"Sheridan County, Kansas",38948.0,35676.0,39828.0
"Sheridan County, Montana",38012.0,36468.0,31848.0
"Sheridan County, Nebraska",31096.0,30672.0,35604.0
"Sheridan County, North Dakota",30888.0,25008.0,36120.0
"Sheridan County, Wyoming",38792.0,40548.0,42660.0
"Sherman County, Kansas",33696.0,32700.0,34452.0
"Sherman County, Nebraska",29432.0,28224.0,28692.0
"Sherman County, Oregon",45448.0,44364.0,37188.0
"Sherman County, Texas",44460.0,43092.0,35988.0
"Shiawassee County, Michigan",41236.0,37608.0,37236.0
"Shoshone County, Idaho",36868.0,34260.0,38172.0
"Sibley County, Minnesota",42588.0,38232.0,40656.0
"Sierra County, California",24180.0,35748.0,36780.0
"Sierra County, New Mexico",31668.0,30132.0,38100.0
"Silver Bow County, Montana",43472.0,39444.0,37512.0
"Simpson County, Kentucky",42744.0,38604.0,36816.0
"Simpson County, Mississippi",29120.0,26064.0,26292.0
"Sioux County, Iowa",42796.0,39960.0,36840.0
"Sioux County, Nebraska",32084.0,31620.0,28740.0
"Sioux County, North Dakota",25740.0,41292.0,28284.0
"Siskiyou County, California",38428.0,38688.0,38052.0
"Sitka City and Borough, Alaska",42172.0,44892.0,43224.0
"Skagit County, Washington",49400.0,48264.0,36936.0
"Skagway Municipality, Alaska",34060.0,38724.0,37212.0
"Skamania County, Washington",33696.0,36096.0,42540.0
"Smith County, Kansas",34112.0,29100.0,31740.0
"Smith County, Mississippi",44044.0,36096.0,28224.0
"Smith County, Tennessee",45344.0,40152.0,48696.0
"Smith County, Texas",46436.0,43200.0,39564.0
"Smyth County, Virginia",35932.0,33300.0,33756.0
"Snohomish County, Washington",65728.0,58620.0,40416.0
"Snyder County, Pennsylvania",35984.0,33624.0,38268.0
"Socorro County, New Mexico",33852.0,35808.0,29760.0
"Solano County, California",66092.0,57108.0,54156.0
"Somerset County, Maine",44564.0,37932.0,43560.0
"Somerset County, Maryland",44720.0,44208.0,56808.0
"Somerset County, New Jersey",117520.0,82920.0,63708.0
"Somerset County, Pennsylvania",39364.0,38352.0,34212.0
"Somervell County, Texas",84292.0,60768.0,47628.0
"Sonoma County, California",58396.0,53196.0,50436.0
South Carolina,47632.0,42816.0,66408.0
South Dakota,47424.0,41688.0,57096.0
"Southampton County, Virginia",38012.0,34092.0,32172.0
"Southeast Fairbanks Census Area, Alaska",76804.0,66108.0,63060.0
"Spalding County, Georgia",38064.0,35556.0,34068.0
"Spartanburg County, South Carolina",47684.0,43968.0,33312.0
"Spencer County, Indiana",49972.0,38580.0,40356.0
"Spencer County, Kentucky",34944.0,31488.0,35640.0
"Spink County, South Dakota",42692.0,35832.0,31956.0
"Spokane County, Washington",49712.0,46368.0,52656.0
"Spotsylvania County, Virginia",42744.0,38076.0,34212.0
"St. Bernard Parish, Louisiana",56784.0,46920.0,36396.0
"St. Charles County, Missouri",52676.0,44040.0,29400.0
"St. Charles Parish, Louisiana",82836.0,65916.0,50472.0
"St. Clair County, Alabama",40872.0,36456.0,35004.0
"St. Clair County, Illinois",43108.0,41184.0,48720.0
"St. Clair County, Michigan",46540.0,42396.0,41652.0
"St. Clair County, Missouri",29380.0,26484.0,37068.0
"St. Croix County, Wisconsin",44668.0,40032.0,34692.0
"St. Francis County, Arkansas",33696.0,35124.0,33996.0
"St. Francois County, Missouri",32136.0,30264.0,37320.0
"St. Helena Parish, Louisiana",40664.0,34812.0,55476.0
"St. James Parish, Louisiana",81692.0,67788.0,42648.0
"St. John the Baptist Parish, Louisiana",62348.0,53988.0,62292.0
"St. Johns County, Florida",49452.0,42120.0,37728.0
"St. Joseph County, Indiana",47216.0,42624.0,37884.0
"St. Joseph County, Michigan",39676.0,35040.0,39900.0
"St. Landry Parish, Louisiana",36972.0,34560.0,47868.0
"St. Lawrence County, New York",45032.0,43464.0,47124.0
"St. Louis City, Missouri",70148.0,57972.0,36036.0
"St. Louis County, Minnesota",48048.0,44748.0,42144.0
"St. Louis County, Missouri",67080.0,56808.0,37020.0
"St. Lucie County, Florida",41340.0,39120.0,39888.0
"St. Martin Parish, Louisiana",45084.0,39456.0,34704.0
"St. Mary Parish, Louisiana",54028.0,45636.0,39576.0
"St. Mary's County, Maryland",61568.0,63876.0,43752.0
"St. Tammany Parish, Louisiana",48672.0,44136.0,44580.0
"Stafford County, Kansas",37752.0,30588.0,28584.0
"Stafford County, Virginia",50648.0,49596.0,39996.0
"Stanislaus County, California",48880.0,45768.0,44148.0
"Stanley County, South Dakota",33592.0,34392.0,33420.0
"Stanly County, North Carolina",35620.0,34128.0,33948.0
"Stanton County, Kansas",48256.0,39888.0,32412.0
"Stanton County, Nebraska",79196.0,59712.0,38760.0
"Stark County, Illinois",43836.0,36888.0,33852.0
"Stark County, North Dakota",65364.0,59124.0,57588.0
"Stark County, Ohio",43732.0,39984.0,45336.0
"Starke County, Indiana",32760.0,30144.0,33540.0
"Starr County, Texas",23192.0,28860.0,46176.0
"Staunton City, Virginia",35412.0,34836.0,42300.0
"Ste. Genevieve County, Missouri",50492.0,41388.0,29076.0
"Stearns County, Minnesota",50336.0,44508.0,39792.0
"Steele County, Minnesota",50544.0,43320.0,43836.0
"Steele County, North Dakota",52260.0,48228.0,54060.0
"Stephens County, Georgia",38792.0,36864.0,34464.0
"Stephens County, Oklahoma",45864.0,40620.0,29460.0
"Stephens County, Texas",36296.0,36060.0,29604.0
"Stephenson County, Illinois",46072.0,39600.0,36348.0
"Sterling County, Texas",56264.0,41700.0,39048.0
"Steuben County, Indiana",37752.0,34464.0,30012.0
"Steuben County, New York",67808.0,55512.0,45312.0
"Stevens County, Kansas",50700.0,36084.0,35232.0
"Stevens County, Minnesota",48204.0,44736.0,42096.0
"Stevens County, Washington",39052.0,37488.0,42132.0
"Stewart County, Georgia",49504.0,43680.0,36588.0
"Stewart County, Tennessee",42536.0,46788.0,40632.0
"Stillwater County, Montana",78208.0,60684.0,43212.0
"Stoddard County, Missouri",37648.0,34236.0,28344.0
"Stokes County, North Carolina",31876.0,30576.0,32592.0
"Stone County, Arkansas",29016.0,28536.0,27144.0
"Stone County, Mississippi",32812.0,32544.0,34152.0
"Stone County, Missouri",31096.0,28452.0,32376.0
"Stonewall County, Texas",38532.0,37980.0,38976.0
"Storey County, Nevada",69212.0,54576.0,52272.0
"Story County, Iowa",49504.0,47940.0,41292.0
"Strafford County, New Hampshire",55432.0,49668.0,50532.0
"Stutsman County, North Dakota",46176.0,41280.0,45024.0
"Sublette County, Wyoming",61672.0,51888.0,43356.0
"Suffolk City, Virginia",53352.0,46008.0,37020.0
"Suffolk County, Massachusetts",126932.0,95784.0,63780.0
"Suffolk County, New York",60060.0,57156.0,51756.0
"Sullivan County, Indiana",47164.0,42012.0,34788.0
"Sullivan County, Missouri",46956.0,39276.0,31188.0
"Sullivan County, New Hampshire",45188.0,41004.0,45960.0
"Sullivan County, New York",42848.0,40224.0,51864.0
"Sullivan County, Pennsylvania",34112.0,34596.0,36372.0
"Sullivan County, Tennessee",50596.0,44988.0,45264.0
"Sully County, South Dakota",47216.0,42492.0,34224.0
"Summers County, West Virginia",36140.0,30648.0,33996.0
"Summit County, Colorado",40092.0,38712.0,37692.0
"Summit County, Ohio",52936.0,46656.0,40848.0
"Summit County, Utah",48152.0,44292.0,36480.0
"Sumner County, Kansas",38168.0,33732.0,33324.0
"Sumner County, Tennessee",45188.0,41628.0,43116.0
"Sumter County, Alabama",36088.0,35868.0,36156.0
"Sumter County, Florida",41860.0,39468.0,42912.0
"Sumter County, Georgia",42640.0,36144.0,38796.0
"Sumter County, South Carolina",39936.0,36912.0,40320.0
"Sunflower County, Mississippi",31200.0,31080.0,31128.0
"Surry County, North Carolina",37960.0,34812.0,31080.0
"Surry County, Virginia",108368.0,74376.0,57084.0
"Susquehanna County, Pennsylvania",43628.0,40080.0,36036.0
"Sussex County, Delaware",42692.0,38784.0,37416.0
"Sussex County, New Jersey",48100.0,44616.0,67152.0
"Sussex County, Virginia",39936.0,37032.0,62544.0
"Sutter County, California",40924.0,39684.0,38388.0
"Sutton County, Texas",77688.0,60804.0,43428.0
"Suwannee County, Florida",34632.0,33048.0,36720.0
"Swain County, North Carolina",28756.0,34836.0,33528.0
"Sweet Grass County, Montana",59280.0,48600.0,53640.0
"Sweetwater County, Wyoming",63284.0,55644.0,52044.0
"Swift County, Minnesota",41548.0,36792.0,42300.0
"Swisher County, Texas",35724.0,35448.0,54576.0
"Switzerland County, Indiana",33800.0,30324.0,36048.0
"Talbot County, Georgia",40404.0,32112.0,33516.0
"Talbot County, Maryland",41652.0,40140.0,40560.0
"Taliaferro County, Georgia",43160.0,32100.0,30612.0
"Talladega County, Alabama",46020.0,43128.0,42384.0
"Tallahatchie County, Mississippi",33436.0,32520.0,29988.0
"Tallapoosa County, Alabama",34684.0,32568.0,31740.0
"Tama County, Iowa",45084.0,36972.0,43488.0
"Taney County, Missouri",32292.0,29580.0,33816.0
"Tangipahoa Parish, Louisiana",34216.0,34788.0,40524.0
"Taos County, New Mexico",30940.0,30300.0,33840.0
"Tarrant County, Texas",61360.0,53352.0,38820.0
"Tate County, Mississippi",37440.0,31356.0,31152.0
"Tattnall County, Georgia",37232.0,34500.0,27732.0
"Taylor County, Florida",40456.0,37596.0,33324.0
"Taylor County, Georgia",39728.0,36036.0,32904.0
"Taylor County, Iowa",39832.0,35520.0,34920.0
"Taylor County, Kentucky",32604.0,32064.0,31248.0
"Taylor County, Texas",43524.0,40704.0,47556.0
"Taylor County, West Virginia",54756.0,42396.0,32832.0
"Taylor County, Wisconsin",40924.0,36684.0,42012.0
"Tazewell County, Illinois",46956.0,41568.0,42324.0
"Tazewell County, Virginia",36036.0,33144.0,34896.0
"Tehama County, California",41392.0,41292.0,39972.0
"Telfair County, Georgia",32760.0,30972.0,33144.0
"Teller County, Colorado",44096.0,38328.0,36504.0
Tennessee,54080.0,47712.0,59604.0
"Terrebonne Parish, Louisiana",52572.0,47580.0,35148.0
"Terrell County, Georgia",38480.0,31548.0,29664.0
"Terrell County, Texas",26416.0,38796.0,39720.0
"Terry County, Texas",48516.0,41808.0,39828.0
"Teton County, Idaho",38116.0,34452.0,34668.0
"Teton County, Montana",35620.0,32244.0,42984.0
"Teton County, Wyoming",51168.0,47760.0,51960.0
Texas,65884.0,55188.0,66036.0
"Texas County, Missouri",29692.0,29436.0,28776.0
"Texas County, Oklahoma",43680.0,38844.0,38748.0
"Thayer County, Nebraska",43160.0,36024.0,53952.0
"Thomas County, Georgia",44980.0,40488.0,32496.0
"Thomas County, Kansas",39364.0,34416.0,32760.0
"Thomas County, Nebraska",56472.0,32940.0,34356.0
"Throckmorton County, Texas",32916.0,28836.0,38532.0
"Thurston County, Nebraska",44616.0,40680.0,31764.0
"Thurston County, Washington",49868.0,50388.0,39312.0
"Tift County, Georgia",34788.0,36216.0,37800.0
"Tillamook County, Oregon",40352.0,37644.0,41172.0
"Tillman County, Oklahoma",35620.0,32364.0,36408.0
"Tioga County, New York",61412.0,49152.0,41136.0
"Tioga County, Pennsylvania",41600.0,40368.0,37908.0
"Tippah County, Mississippi",35412.0,31872.0,30852.0
"Tippecanoe County, Indiana",47840.0,45768.0,36792.0
"Tipton County, Indiana",51064.0,42804.0,48888.0
"Tipton County, Tennessee",39780.0,34776.0,38532.0
"Tishomingo County, Mississippi",35984.0,32148.0,30984.0
"Titus County, Texas",37232.0,35328.0,28764.0
"Toa Alta Municipio, Puerto Rico",19812.0,20052.0,20088.0
"Toa Baja Municipio, Puerto Rico",22880.0,21828.0,20520.0
"Todd County, Kentucky",34008.0,30204.0,30960.0
"Todd County, Minnesota",42432.0,39096.0,37668.0
"Todd County, South Dakota",47684.0,34836.0,35592.0
"Tolland County, Connecticut",43888.0,46512.0,46248.0
"Tom Green County, Texas",44720.0,41628.0,35772.0
"Tompkins County, New York",56524.0,51096.0,47328.0
"Tooele County, Utah",39468.0,38784.0,41124.0
"Toole County, Montana",41860.0,41340.0,33756.0
"Toombs County, Georgia",35464.0,32664.0,35040.0
"Torrance County, New Mexico",37284.0,33048.0,30324.0
"Towner County, North Dakota",42952.0,37668.0,39588.0
"Towns County, Georgia",32864.0,31140.0,31200.0
"Traill County, North Dakota",45292.0,41616.0,36816.0
"Transylvania County, North Carolina",34840.0,32856.0,32928.0
"Traverse County, Minnesota",34684.0,33180.0,36144.0
"Travis County, Texas",78104.0,64428.0,45660.0
"Treasure County, Montana",40092.0,32760.0,38568.0
"Trego County, Kansas",38116.0,31872.0,33084.0
"Trempealeau County, Wisconsin",43368.0,39288.0,36540.0
"Treutlen County, Georgia",33124.0,29844.0,30384.0
"Trigg County, Kentucky",30420.0,30816.0,29820.0
"Trimble County, Kentucky",67756.0,46224.0,35844.0
"Trinity County, California",33904.0,37164.0,38172.0
"Trinity County, Texas",34320.0,32064.0,53568.0
"Tripp County, South Dakota",34268.0,32100.0,33360.0
"Troup County, Georgia",45812.0,41388.0,32016.0
"Trousdale County, Tennessee",40872.0,36816.0,33696.0
"Trujillo Alto Municipio, Puerto Rico",17160.0,17304.0,20496.0
"Trumbull County, Ohio",40768.0,37020.0,43812.0
"Tucker County, West Virginia",34580.0,32388.0,37968.0
"Tulare County, California",39104.0,38532.0,36888.0
"Tulsa County, Oklahoma",56836.0,48180.0,36636.0
"Tunica County, Mississippi",34372.0,30276.0,30780.0
"Tuolumne County, California",43316.0,42144.0,40752.0
"Turner County, Georgia",35776.0,31680.0,37716.0
"Turner County, South Dakota",38636.0,34176.0,31704.0
"Tuscaloosa County, Alabama",46124.0,43284.0,42180.0
"Tuscarawas County, Ohio",39780.0,37032.0,36828.0
"Tuscola County, Michigan",38740.0,37416.0,36732.0
"Twiggs County, Georgia",36348.0,32124.0,30360.0
"Twin Falls County, Idaho",37648.0,33804.0,33240.0
"Tyler County, Texas",34684.0,33216.0,31440.0
"Tyler County, West Virginia",48984.0,44112.0,34932.0
"Tyrrell County, North Carolina",33592.0,31680.0,31932.0
"Uinta County, Wyoming",42900.0,38808.0,42696.0
"Uintah County, Utah",44044.0,40908.0,38976.0
"Ulster County, New York",40924.0,42216.0,48132.0
"Umatilla County, Oregon",39260.0,38364.0,36492.0
"Unicoi County, Tennessee",47736.0,41604.0,36276.0
"Union County, Arkansas",61048.0,46488.0,45156.0
"Union County, Florida",34788.0,35700.0,36660.0
"Union County, Georgia",39572.0,35748.0,34104.0
"Union County, Illinois",31720.0,33456.0,37476.0
"Union County, Indiana",32240.0,29652.0,40884.0
"Union County, Iowa",36088.0,36756.0,34308.0
"Union County, Kentucky",48724.0,44136.0,43620.0
"Union County, Mississippi",40924.0,39684.0,31644.0
"Union County, New Jersey",81432.0,65496.0,49068.0
"Union County, New Mexico",32760.0,33624.0,32328.0
"Union County, North Carolina",46020.0,42396.0,32520.0
"Union County, Ohio",58240.0,55464.0,40008.0
"Union County, Oregon",36504.0,37248.0,36948.0
"Union County, Pennsylvania",44304.0,42348.0,39384.0
"Union County, South Carolina",40040.0,36468.0,35784.0
"Union County, South Dakota",55588.0,51804.0,37212.0
"Union County, Tennessee",37596.0,33480.0,38556.0
"Union Parish, Louisiana",33488.0,30804.0,42684.0
"Unknown Or Undefined, Alabama",77792.0,66576.0,64848.0
"Unknown Or Undefined, Alaska",75452.0,64596.0,63264.0
"Unknown Or Undefined, Arizona",106548.0,87228.0,83784.0
"Unknown Or Undefined, California",112736.0,91512.0,83292.0
"Unknown Or Undefined, Connecticut",125996.0,95484.0,93168.0
"Unknown Or Undefined, Florida",98488.0,79020.0,44796.0
"Unknown Or Undefined, Georgia",93912.0,78648.0,43692.0
"Unknown Or Undefined, Hawaii",76700.0,68832.0,49584.0
"Unknown Or Undefined, Idaho",87204.0,72972.0,41160.0
"Unknown Or Undefined, Illinois",104988.0,86448.0,50820.0
"Unknown Or Undefined, Indiana",73320.0,62088.0,44808.0
"Unknown Or Undefined, Kentucky",75192.0,63336.0,47232.0
"Unknown Or Undefined, Maine",70408.0,62784.0,48648.0
"Unknown Or Undefined, Maryland",101556.0,88332.0,68028.0
"Unknown Or Undefined, Massachusetts",130364.0,104952.0,65424.0
"Unknown Or Undefined, Michigan",86580.0,71136.0,45144.0
"Unknown Or Undefined, Minnesota",117832.0,92712.0,49584.0
"Unknown Or Undefined, Mississippi",65260.0,56268.0,41544.0
"Unknown Or Undefined, Missouri",80132.0,67812.0,57744.0
"Unknown Or Undefined, Montana",80860.0,68352.0,49500.0
"Unknown Or Undefined, New Jersey",113048.0,94896.0,60072.0
"Unknown Or Undefined, New Mexico",67600.0,60240.0,38436.0
"Unknown Or Undefined, New York",112684.0,92640.0,49008.0
"Unknown Or Undefined, North Carolina",100724.0,82740.0,47532.0
"Unknown Or Undefined, Ohio",94328.0,77664.0,51060.0
"Unknown Or Undefined, Oregon",91260.0,74832.0,47796.0
"Unknown Or Undefined, Rhode Island",96980.0,80376.0,54732.0
"Unknown Or Undefined, South Dakota",88088.0,67812.0,42000.0
"Unknown Or Undefined, Tennessee",88088.0,73956.0,48000.0
"Unknown Or Undefined, Vermont",36816.0,32820.0,39900.0
"Unknown Or Undefined, Virginia",95628.0,81660.0,54288.0
"Unknown Or Undefined, Washington",105040.0,91008.0,51924.0
"Unknown Or Undefined, West Virginia",66196.0,61692.0,46104.0
"Unknown Or Undefined, Wisconsin",81172.0,68652.0,48360.0
"Upshur County, Texas",38688.0,36816.0,33024.0
"Upshur County, West Virginia",40976.0,37800.0,41136.0
"Upson County, Georgia",37388.0,34740.0,34296.0
"Upton County, Texas",106860.0,72972.0,43380.0
Utah,54080.0,46860.0,69900.0
"Utah County, Utah",53300.0,46176.0,41880.0
"Utuado Municipio, Puerto Rico",15132.0,19488.0,18312.0
"Uvalde County, Texas",32708.0,33108.0,53580.0
"Val Verde County, Texas",31460.0,35292.0,32064.0
"Valencia County, New Mexico",34372.0,33624.0,32124.0
"Valley County, Idaho",34216.0,34860.0,32892.0
"Valley County, Montana",39364.0,36792.0,33000.0
"Valley County, Nebraska",33488.0,32832.0,37644.0
"Van Buren County, Arkansas",37128.0,32376.0,32628.0
"Van Buren County, Iowa",35152.0,35568.0,34944.0
"Van Buren County, Michigan",48724.0,40380.0,38868.0
"Van Buren County, Tennessee",32708.0,29568.0,32244.0
"Van Wert County, Ohio",40196.0,36816.0,50436.0
"Van Zandt County, Texas",35672.0,33696.0,33888.0
"Vance County, North Carolina",37232.0,33432.0,39108.0
"Vanderburgh County, Indiana",47736.0,43548.0,33372.0
"Vega Alta Municipio, Puerto Rico",23764.0,21660.0,20448.0
"Vega Baja Municipio, Puerto Rico",27456.0,25176.0,22812.0
"Venango County, Pennsylvania",38688.0,38328.0,39408.0
"Ventura County, California",60788.0,53400.0,50976.0
"Vermilion County, Illinois",45396.0,40560.0,33960.0
